CARD:
Seq_Header	Hmmscan_Family
gb|CCP44758.1|ARO:3000392|Erm(37)	RF0071
gb|CDL65151.1|ARO:3003971|erm(44)	RF0071
gb|CEJ95855.1|ARO:3004595|erm45	RF0071
gb|CUU67654.1|ARO:3003971|erm(44)	RF0071
gb|CZT31773.1|ARO:3004094|Erm(48)	RF0071
gb|OPG86592.1|ARO:3004626|Erm(49)	RF0071
gb|WP_010896559.1|ARO:3004643|Erm(K)	RF0071
gb|AAF04458.1|ARO:3000850|GOB-1	RF0087
gb|AAF89146.1|ARO:3004812|GOB-5	RF0087
gb|AAF89147.1|ARO:3004810|GOB-3	RF0087
gb|AAF89148.1|ARO:3004813|GOB-6	RF0087
gb|AAF89149.1|ARO:3004811|GOB-4	RF0087
gb|AAF89152.1|ARO:3004809|GOB-2	RF0087
gb|AAF89153.1|ARO:3004814|GOB-7	RF0087
gb|AAQ54756.1|ARO:3004815|GOB-8	RF0087
gb|AAT68576.1|ARO:3004816|GOB-9	RF0087
gb|AAT68577.1|ARO:3004802|GOB-10	RF0087
gb|AAT68578.1|ARO:3004803|GOB-11	RF0087
gb|AAT68579.1|ARO:3004804|GOB-12	RF0087
gb|AAT68580.1|ARO:3004805|GOB-13	RF0087
gb|AAT68582.1|ARO:3004806|GOB-14	RF0087
gb|AAV65595.1|ARO:3004807|GOB-15	RF0087
gb|AAY53478.1|ARO:3004213|GOB-18	RF0087
gb|ACH58985.1|ARO:3002485|LRA-2	RF0087
gb|ACH58988.1|ARO:3002487|LRA-8	RF0087
gb|ACH58990.1|ARO:3002511|LRA-12	RF0087
gb|ACH58994.1|ARO:3002512|LRA-17	RF0087
gb|ACH59005.1|ARO:3002513|LRA-19	RF0087
gb|ACZ72746.1|ARO:3004808|GOB-16	RF0087
gb|AJP77054|ARO:3003716|CPS-1	RF0087
gb|AJP77059|ARO:3003670|PEDO-1	RF0087
gb|AJP77071|ARO:3003714|PEDO-2	RF0087
gb|AJP77085|ARO:3003717|ESP-1	RF0087
gb|AAA74437.1|ARO:3000378|MexB	RF0088
gb|AAB41956.1|ARO:3000800|MexC	RF0088
gb|AAB41957.1|ARO:3000801|MexD	RF0088
gb|AAB41958.1|ARO:3000802|OprJ	RF0088
gb|AAB58160.1|ARO:3003009|ceoA	RF0088
gb|AAB58161.1|ARO:3003010|ceoB	RF0088
gb|AAC43969.1|ARO:3003037|opcM	RF0088
gb|AAC73564.1|ARO:3000216|acrB	RF0088
gb|AAC73565.1|ARO:3004043|Escherichia	RF0088
gb|AAC75135.2|ARO:3000792|mdtA	RF0088
gb|AAC75136.1|ARO:3000793|mdtB	RF0088
gb|AAC75137.1|ARO:3000794|mdtC	RF0088
gb|AAC76297.1|ARO:3000499|acrE	RF0088
gb|AAC76298.1|ARO:3000502|acrF	RF0088
gb|AAC76539.1|ARO:3000796|mdtF	RF0088
gb|AAD51344.1|ARO:3003051|smeA	RF0088
gb|AAD51345.1|ARO:3003052|smeB	RF0088
gb|AAD51346.1|ARO:3003053|smeC	RF0088
gb|AAF40763.1|ARO:3003961|farA	RF0088
gb|AAF42062.1|ARO:3000811|mtrD	RF0088
gb|AAF42063.1|ARO:3000810|mtrC	RF0088
gb|AAG03546.1|ARO:3003679|TriA	RF0088
gb|AAG03547.1|ARO:3003680|TriB	RF0088
gb|AAG03548.1|ARO:3003681|TriC	RF0088
gb|AAG03816.1|ARO:3000379|OprM	RF0088
gb|AAG05881.1|ARO:3000803|MexE	RF0088
gb|AAG05882.1|ARO:3000804|MexF	RF0088
gb|AAG05883.1|ARO:3000805|OprN	RF0088
gb|AAG05913.1|ARO:3004072|OpmB	RF0088
gb|AAG05914|ARO:3004075|MuxC	RF0088
gb|AAG05915.1|ARO:3004074|MuxB	RF0088
gb|AAG05916.1|ARO:3004073|MuxA	RF0088
gb|AAG07064.1|ARO:3003693|mexK	RF0088
gb|AAG07065.1|ARO:3003692|mexJ	RF0088
gb|AAG07593.1|ARO:3000807|mexH	RF0088
gb|AAG07595.1|ARO:3000809|opmD	RF0088
gb|AAG07762.1|ARO:3003030|mexV	RF0088
gb|AAG07763.1|ARO:3003031|mexW	RF0088
gb|AAL14439.1|ARO:3000774|adeA	RF0088
gb|AAL14440.1|ARO:3000775|adeB	RF0088
gb|AAL19304.1|ARO:3000791|mdsC	RF0088
gb|AAL19305.1|ARO:3000790|mdsB	RF0088
gb|AAL19306.1|ARO:3000789|mdsA	RF0088
gb|AAP43109.1|ARO:3003922|oqxA	RF0088
gb|AAP43110.2|ARO:3003923|oqxB	RF0088
gb|AAX14802.1|ARO:3000781|adeJ	RF0088
gb|AAX14803.1|ARO:3000782|adeK	RF0088
gb|ABG77965.1|ARO:3004042|Enterobacter	RF0088
gb|ABS43151.1|ARO:3000784|cmeB	RF0088
gb|ABS43901.1|ARO:3000783|cmeA	RF0088
gb|ACJ41739.1|ARO:3000780|adeI	RF0088
gb|ACN32294.1|ARO:3000237|tolC	RF0088
gb|ALX99516.1|ARO:3003811|adeC	RF0088
gb|BAA16344.1|ARO:3000491|acrD	RF0088
gb|BAA16547.1|ARO:3000027|emrA	RF0088
gb|BAA34299.1|ARO:3003034|mexX	RF0088
gb|BAA34300.1|ARO:3003033|mexY	RF0088
gb|BAE06005.1|ARO:3003704|mexM	RF0088
gb|BAE06006.1|ARO:3003705|mexN	RF0088
gb|BAE06007.1|ARO:3003698|mexP	RF0088
gb|BAE06008.1|ARO:3003699|mexQ	RF0088
gb|BAE06009.1|ARO:3003700|opmE	RF0088
gb|BAE77781.1|ARO:3000795|mdtE	RF0088
gb|BAE78082.1|ARO:3003550|mdtP	RF0088
gb|BAE78083.1|ARO:3003549|mdtO	RF0088
gb|BAE78084.1|ARO:3003548|mdtN	RF0088
gb|BAM10414.1|ARO:3003039|oprA	RF0088
gb|BAO79432.1|ARO:3000785|cmeC	RF0088
gb|CAA64891.1|ARO:3000812|mtrE	RF0088
gb|CAC14594.1|ARO:3003055|smeD	RF0088
gb|CAC14595.1|ARO:3003056|smeE	RF0088
gb|CAC14596.1|ARO:3003057|smeF	RF0088
gb|CAC41008.1|ARO:3004041|Klebsiella	RF0088
gb|CAH14032.1|ARO:3004099|LpeA	RF0088
gb|CAH14033.1|ARO:3004100|LpeB	RF0088
gb|CAH35802.1|ARO:3002983|amrB	RF0088
gb|CAH35803.1|ARO:3002982|amrA	RF0088
gb|CAJ77855.1|ARO:3000779|adeH	RF0088
gb|CAJ77856.1|ARO:3000777|adeF	RF0088
gb|CAJ77857.1|ARO:3000778|adeG	RF0088
gb|EGP45230|ARO:3004142|OprZ	RF0088
gb|EGP45231.1|ARO:3004144|AxyY	RF0088
gb|EGP45232.2|ARO:3004143|AxyX	RF0088
gb|EHL92831.1|ARO:3004588|Klebsiella	RF0088
gb|NP_249116.1|ARO:3000377|MexA	RF0088
gb|NP_252896.1|ARO:3000808|mexI	RF0088
gb|ABU39979.1|ARO:3000217|blaR1	RF0094
gb|AAC73565.1|ARO:3004043|Escherichia	RF0096
gb|AAC76297.1|ARO:3000499|acrE	RF0096
gb|AAD51344.1|ARO:3003051|smeA	RF0096
gb|AAF42063.1|ARO:3000810|mtrC	RF0096
gb|ABG77965.1|ARO:3004042|Enterobacter	RF0096
gb|ACJ41739.1|ARO:3000780|adeI	RF0096
gb|BAE77781.1|ARO:3000795|mdtE	RF0096
gb|CAC41008.1|ARO:3004041|Klebsiella	RF0096
gb|AAB41956.1|ARO:3000800|MexC	RF0097
gb|BAE06005.1|ARO:3003704|mexM	RF0100
gb|AAB58161.1|ARO:3003010|ceoB	RF0101
gb|AAC75136.1|ARO:3000793|mdtB	RF0101
gb|AAC75137.1|ARO:3000794|mdtC	RF0101
gb|AAG03548.1|ARO:3003681|TriC	RF0101
gb|AAG05882.1|ARO:3000804|MexF	RF0101
gb|AAG05914|ARO:3004075|MuxC	RF0101
gb|AAG05915.1|ARO:3004074|MuxB	RF0101
gb|AAG07064.1|ARO:3003693|mexK	RF0101
gb|AAL19305.1|ARO:3000790|mdsB	RF0101
gb|AAP43110.2|ARO:3003923|oqxB	RF0101
gb|BAE06006.1|ARO:3003705|mexN	RF0101
gb|BAE06008.1|ARO:3003699|mexQ	RF0101
gb|CAJ77856.1|ARO:3000777|adeF	RF0101
gb|AAA20116.1|ARO:3000180|tetA(P)	RF0104
gb|AAA22277.1|ARO:3003007|bmr	RF0104
gb|AAA26057.1|ARO:3002693|cmlA1	RF0104
gb|AAA74437.1|ARO:3000378|MexB	RF0104
gb|AAB41956.1|ARO:3000800|MexC	RF0104
gb|AAB41957.1|ARO:3000801|MexD	RF0104
gb|AAB41958.1|ARO:3000802|OprJ	RF0104
gb|AAB58160.1|ARO:3003009|ceoA	RF0104
gb|AAB58161.1|ARO:3003010|ceoB	RF0104
gb|AAB84282.1|ARO:3000181|tet(V)	RF0104
gb|AAC36944.1|ARO:3003006|blt	RF0104
gb|AAC43550.1|ARO:3003967|lrfA	RF0104
gb|AAC43969.1|ARO:3003037|opcM	RF0104
gb|AAC45805.1|ARO:3002702|cmrA	RF0104
gb|AAC60780.1|ARO:3003049|rosB	RF0104
gb|AAC60781.1|ARO:3003048|rosA	RF0104
gb|AAC73564.1|ARO:3000216|acrB	RF0104
gb|AAC73565.1|ARO:3004043|Escherichia	RF0104
gb|AAC74000.1|ARO:3003950|msbA	RF0104
gb|AAC74149.2|ARO:3001216|mdtH	RF0104
gb|AAC75135.2|ARO:3000792|mdtA	RF0104
gb|AAC75136.1|ARO:3000793|mdtB	RF0104
gb|AAC75137.1|ARO:3000794|mdtC	RF0104
gb|AAC75733.1|ARO:3000074|emrB	RF0104
gb|AAC76297.1|ARO:3000499|acrE	RF0104
gb|AAC76298.1|ARO:3000502|acrF	RF0104
gb|AAC76539.1|ARO:3000796|mdtF	RF0104
gb|AAC77293.1|ARO:3001214|mdtM	RF0104
gb|AAD04032.1|ARO:3002892|otr(B)	RF0104
gb|AAD08227.1|ARO:3003964|hp1181	RF0104
gb|AAD22144.1|ARO:3002698|cmlB	RF0104
gb|AAD51344.1|ARO:3003051|smeA	RF0104
gb|AAD51345.1|ARO:3003052|smeB	RF0104
gb|AAD51346.1|ARO:3003053|smeC	RF0104
gb|AAF27726.1|ARO:3002694|cmlA4	RF0104
gb|AAF40763.1|ARO:3003961|farA	RF0104
gb|AAF40764.1|ARO:3003962|farB	RF0104
gb|AAF42062.1|ARO:3000811|mtrD	RF0104
gb|AAF42063.1|ARO:3000810|mtrC	RF0104
gb|AAG03380.1|ARO:3002703|cmx	RF0104
gb|AAG03546.1|ARO:3003679|TriA	RF0104
gb|AAG03547.1|ARO:3003680|TriB	RF0104
gb|AAG03548.1|ARO:3003681|TriC	RF0104
gb|AAG03816.1|ARO:3000379|OprM	RF0104
gb|AAG05881.1|ARO:3000803|MexE	RF0104
gb|AAG05882.1|ARO:3000804|MexF	RF0104
gb|AAG05883.1|ARO:3000805|OprN	RF0104
gb|AAG05913.1|ARO:3004072|OpmB	RF0104
gb|AAG05914|ARO:3004075|MuxC	RF0104
gb|AAG05915.1|ARO:3004074|MuxB	RF0104
gb|AAG05916.1|ARO:3004073|MuxA	RF0104
gb|AAG07064.1|ARO:3003693|mexK	RF0104
gb|AAG07065.1|ARO:3003692|mexJ	RF0104
gb|AAG07592.1|ARO:3000806|mexG	RF0104
gb|AAG07593.1|ARO:3000807|mexH	RF0104
gb|AAG07595.1|ARO:3000809|opmD	RF0104
gb|AAG07762.1|ARO:3003030|mexV	RF0104
gb|AAG07763.1|ARO:3003031|mexW	RF0104
gb|AAG08359.1|ARO:3003682|OpmH	RF0104
gb|AAG16656.1|ARO:3002705|floR	RF0104
gb|AAK52606.1|ARO:3002696|cmlA6	RF0104
gb|AAK76136.1|ARO:3000025|patB	RF0104
gb|AAK76137.1|ARO:3000024|patA	RF0104
gb|AAK99679.1|ARO:3000822|pmrA	RF0104
gb|AAL14439.1|ARO:3000774|adeA	RF0104
gb|AAL14440.1|ARO:3000775|adeB	RF0104
gb|AAL19304.1|ARO:3000791|mdsC	RF0104
gb|AAL19305.1|ARO:3000790|mdsB	RF0104
gb|AAL19306.1|ARO:3000789|mdsA	RF0104
gb|AAM77075.1|ARO:3002695|cmlA5	RF0104
gb|AAP43109.1|ARO:3003922|oqxA	RF0104
gb|AAP43110.2|ARO:3003923|oqxB	RF0104
gb|AAQ10694.1|ARO:3003047|qacB	RF0104
gb|AAV85981.1|ARO:3000533|macA	RF0104
gb|AAV85982.1|ARO:3000535|macB	RF0104
gb|AAW38464.1|ARO:3004572|Staphylococcys	RF0104
gb|AAX14802.1|ARO:3000781|adeJ	RF0104
gb|AAX14803.1|ARO:3000782|adeK	RF0104
gb|ABD30512.1|ARO:3000839|arlS	RF0104
gb|ABF33001.1|ARO:3003969|lmrP	RF0104
gb|ABG77965.1|ARO:3004042|Enterobacter	RF0104
gb|ABO11759.2|ARO:3004573|Acinetobacter	RF0104
gb|ABS43151.1|ARO:3000784|cmeB	RF0104
gb|ABS43901.1|ARO:3000783|cmeA	RF0104
gb|ABV18113.1|ARO:3001329|mdtG	RF0104
gb|ABW91179.1|ARO:3004665|cmlA8	RF0104
gb|ACJ41547.2|ARO:3004574|Acinetobacter	RF0104
gb|ACJ41739.1|ARO:3000780|adeI	RF0104
gb|ACN32294.1|ARO:3000237|tolC	RF0104
gb|ACQ82816.1|ARO:3004577|Acinetobacter	RF0104
gb|AET10444.1|ARO:3004032|tetA(46)	RF0104
gb|AET10445.1|ARO:3004033|tetB(46)	RF0104
gb|AFH35853.1|ARO:3001328|Escherichia	RF0104
gb|AFK80333.1|ARO:3001313|facT	RF0104
gb|ALV80601.1|ARO:3003801|bcr-1	RF0104
gb|ALX99516.1|ARO:3003811|adeC	RF0104
gb|ANZ79240.1|ARO:3004035|tetA(60)	RF0104
gb|ANZ79241.1|ARO:3004036|tetB(60)	RF0104
gb|APB03214.1|ARO:3003980|tetA(48)	RF0104
gb|APB03215.1|ARO:3003981|tetB(48)	RF0104
gb|BAA07072.1|ARO:3002812|pp-flo	RF0104
gb|BAA07390.1|ARO:3002893|tcr3	RF0104
gb|BAA11236.1|ARO:3000206|emrK	RF0104
gb|BAA11237.1|ARO:3000254|emrY	RF0104
gb|BAA16344.1|ARO:3000491|acrD	RF0104
gb|BAA16547.1|ARO:3000027|emrA	RF0104
gb|BAA34299.1|ARO:3003034|mexX	RF0104
gb|BAA34300.1|ARO:3003033|mexY	RF0104
gb|BAB43543.1|ARO:3002132|DHA-1	RF0104
gb|BAC11911.1|ARO:3003551|emeA	RF0104
gb|BAE06005.1|ARO:3003704|mexM	RF0104
gb|BAE06006.1|ARO:3003705|mexN	RF0104
gb|BAE06007.1|ARO:3003698|mexP	RF0104
gb|BAE06008.1|ARO:3003699|mexQ	RF0104
gb|BAE06009.1|ARO:3003700|opmE	RF0104
gb|BAE77781.1|ARO:3000795|mdtE	RF0104
gb|BAE78082.1|ARO:3003550|mdtP	RF0104
gb|BAE78083.1|ARO:3003549|mdtO	RF0104
gb|BAE78084.1|ARO:3003548|mdtN	RF0104
gb|BAG75524.1|ARO:3003954|efmA	RF0104
gb|BAJ09383.1|ARO:3003046|qacA	RF0104
gb|BAM10414.1|ARO:3003039|oprA	RF0104
gb|BAO79432.1|ARO:3000785|cmeC	RF0104
gb|CAA03986.1|ARO:3000343|tap	RF0104
gb|CAA42594.1|ARO:3002690|cml	RF0104
gb|CAA64891.1|ARO:3000812|mtrE	RF0104
gb|CAA78046.1|ARO:3002701|Rhodococcus	RF0104
gb|CAB13166.1|ARO:3003063|ykkC	RF0104
gb|CAB13167.1|ARO:3003064|ykkD	RF0104
gb|CAC14594.1|ARO:3003055|smeD	RF0104
gb|CAC14595.1|ARO:3003056|smeE	RF0104
gb|CAC14596.1|ARO:3003057|smeF	RF0104
gb|CAC41008.1|ARO:3004041|Klebsiella	RF0104
gb|CAD31707.1|ARO:3002691|Salmonella	RF0104
gb|CAD70268.1|ARO:3002704|fexA	RF0104
gb|CAH14032.1|ARO:3004099|LpeA	RF0104
gb|CAH14033.1|ARO:3004100|LpeB	RF0104
gb|CAH35802.1|ARO:3002983|amrB	RF0104
gb|CAH35803.1|ARO:3002982|amrA	RF0104
gb|CAJ77855.1|ARO:3000779|adeH	RF0104
gb|CAJ77856.1|ARO:3000777|adeF	RF0104
gb|CAJ77857.1|ARO:3000778|adeG	RF0104
gb|CAL30186.1|ARO:3002699|cmlB1	RF0104
gb|CAM12479.1|ARO:3000567|tet(40)	RF0104
gb|CCP45647.1|ARO:3003955|efpA	RF0104
gb|CCQ22388.1|ARO:3000421|norB	RF0104
gb|CDO61513.1|ARO:3003948|efrA	RF0104
gb|CDO61516.1|ARO:3003949|efrB	RF0104
gb|EGP45230|ARO:3004142|OprZ	RF0104
gb|EGP45231.1|ARO:3004144|AxyY	RF0104
gb|EGP45232.2|ARO:3004143|AxyX	RF0104
gb|EHL92831.1|ARO:3004588|Klebsiella	RF0104
gb|EOU56998.1|ARO:3004597|Klebsiella	RF0104
gb|KIX81495.1|ARO:3002813|lmrB	RF0104
gb|NP_249116.1|ARO:3000377|MexA	RF0104
gb|NP_252896.1|ARO:3000808|mexI	RF0104
gb|AAN00989.1|ARO:3003774|Streptococcus	RF0106
gb|ABG86067.1|ARO:3003773|Clostridium	RF0106
gb|CAC99773.1|ARO:3003770|Listeria	RF0106
gb|Q8FW76|ARO:3003772|Brucella	RF0106
gb|AAF67494.2|ARO:3002522|novA	RF0107
gb|AAK76136.1|ARO:3000025|patB	RF0107
gb|AAK76137.1|ARO:3000024|patA	RF0107
gb|AET10444.1|ARO:3004032|tetA(46)	RF0107
gb|AET10445.1|ARO:3004033|tetB(46)	RF0107
gb|ANZ79240.1|ARO:3004035|tetA(60)	RF0107
gb|ANZ79241.1|ARO:3004036|tetB(60)	RF0107
gb|AYV52072.1|ARO:3002882|lmrD	RF0107
gb|CDO61513.1|ARO:3003948|efrA	RF0107
gb|CDO61516.1|ARO:3003949|efrB	RF0107
gb|AEX49906.1|ARO:3003583|basS	RF0112
gb|AAC75429.1|ARO:3000833|evgS	RF0114
gb|AAC76296.1|ARO:3000656|acrS	RF0114
gb|AAG07066.1|ARO:3003710|mexL	RF0114
gb|AGV28567.1|ARO:3000559|adeN	RF0114
gb|ALH22601.1|ARO:3000620|adeL	RF0114
gb|ANK04027.1|ARO:3003838|gadW	RF0114
gb|BAA15221.2|ARO:3000263|marA	RF0114
gb|BAB56495.1|ARO:3000746|mepR	RF0114
gb|CAB12108.2|ARO:3003059|tmrB	RF0114
gb|CAL34518.1|ARO:3000526|cmeR	RF0114
gb|AAB41956.1|ARO:3000800|MexC	RF0115
gb|AAB41958.1|ARO:3000802|OprJ	RF0115
gb|AAC43969.1|ARO:3003037|opcM	RF0115
gb|AAC60780.1|ARO:3003049|rosB	RF0115
gb|AAC60781.1|ARO:3003048|rosA	RF0115
gb|AAC73565.1|ARO:3004043|Escherichia	RF0115
gb|AAC74000.1|ARO:3003950|msbA	RF0115
gb|AAC75135.2|ARO:3000792|mdtA	RF0115
gb|AAC75733.1|ARO:3000074|emrB	RF0115
gb|AAC76296.1|ARO:3000656|acrS	RF0115
gb|AAC76297.1|ARO:3000499|acrE	RF0115
gb|AAD51344.1|ARO:3003051|smeA	RF0115
gb|AAD51346.1|ARO:3003053|smeC	RF0115
gb|AAF40763.1|ARO:3003961|farA	RF0115
gb|AAF40764.1|ARO:3003962|farB	RF0115
gb|AAF42063.1|ARO:3000810|mtrC	RF0115
gb|AAF67494.2|ARO:3002522|novA	RF0115
gb|AAG03546.1|ARO:3003679|TriA	RF0115
gb|AAG03547.1|ARO:3003680|TriB	RF0115
gb|AAG03548.1|ARO:3003681|TriC	RF0115
gb|AAG03816.1|ARO:3000379|OprM	RF0115
gb|AAG05881.1|ARO:3000803|MexE	RF0115
gb|AAG05883.1|ARO:3000805|OprN	RF0115
gb|AAG05913.1|ARO:3004072|OpmB	RF0115
gb|AAG05916.1|ARO:3004073|MuxA	RF0115
gb|AAG07065.1|ARO:3003692|mexJ	RF0115
gb|AAG07066.1|ARO:3003710|mexL	RF0115
gb|AAG07106.1|ARO:3004056|ArmR	RF0115
gb|AAG07592.1|ARO:3000806|mexG	RF0115
gb|AAG07593.1|ARO:3000807|mexH	RF0115
gb|AAG07595.1|ARO:3000809|opmD	RF0115
gb|AAG07762.1|ARO:3003030|mexV	RF0115
gb|AAG08359.1|ARO:3003682|OpmH	RF0115
gb|AAK76136.1|ARO:3000025|patB	RF0115
gb|AAK76137.1|ARO:3000024|patA	RF0115
gb|AAL14439.1|ARO:3000774|adeA	RF0115
gb|AAL19304.1|ARO:3000791|mdsC	RF0115
gb|AAL19306.1|ARO:3000789|mdsA	RF0115
gb|AAL19308.1|ARO:3000504|golS	RF0115
gb|AAP43109.1|ARO:3003922|oqxA	RF0115
gb|AAV85981.1|ARO:3000533|macA	RF0115
gb|AAV85982.1|ARO:3000535|macB	RF0115
gb|AAX14803.1|ARO:3000782|adeK	RF0115
gb|ABD30512.1|ARO:3000839|arlS	RF0115
gb|ABG77965.1|ARO:3004042|Enterobacter	RF0115
gb|ABS43901.1|ARO:3000783|cmeA	RF0115
gb|ACJ41739.1|ARO:3000780|adeI	RF0115
gb|ADM92605.1|ARO:3000553|adeR	RF0115
gb|ADM92606.1|ARO:3000549|adeS	RF0115
gb|AET10444.1|ARO:3004032|tetA(46)	RF0115
gb|AET10445.1|ARO:3004033|tetB(46)	RF0115
gb|AGV28567.1|ARO:3000559|adeN	RF0115
gb|ALH22601.1|ARO:3000620|adeL	RF0115
gb|ALX99516.1|ARO:3003811|adeC	RF0115
gb|ANK04027.1|ARO:3003838|gadW	RF0115
gb|ANZ79240.1|ARO:3004035|tetA(60)	RF0115
gb|ANZ79241.1|ARO:3004036|tetB(60)	RF0115
gb|AYV52072.1|ARO:3002882|lmrD	RF0115
gb|BAA11236.1|ARO:3000206|emrK	RF0115
gb|BAA11237.1|ARO:3000254|emrY	RF0115
gb|BAA16547.1|ARO:3000027|emrA	RF0115
gb|BAA34299.1|ARO:3003034|mexX	RF0115
gb|BAB35162.1|ARO:3000676|H-NS	RF0115
gb|BAE06005.1|ARO:3003704|mexM	RF0115
gb|BAE06007.1|ARO:3003698|mexP	RF0115
gb|BAE06009.1|ARO:3003700|opmE	RF0115
gb|BAE77778.1|ARO:3000508|gadX	RF0115
gb|BAE77781.1|ARO:3000795|mdtE	RF0115
gb|BAE77933.1|ARO:3000518|CRP	RF0115
gb|BAE78082.1|ARO:3003550|mdtP	RF0115
gb|BAE78083.1|ARO:3003549|mdtO	RF0115
gb|BAE78084.1|ARO:3003548|mdtN	RF0115
gb|BAM10414.1|ARO:3003039|oprA	RF0115
gb|BAO79432.1|ARO:3000785|cmeC	RF0115
gb|CAA64891.1|ARO:3000812|mtrE	RF0115
gb|CAC14594.1|ARO:3003055|smeD	RF0115
gb|CAC14596.1|ARO:3003057|smeF	RF0115
gb|CAC41008.1|ARO:3004041|Klebsiella	RF0115
gb|CAH14032.1|ARO:3004099|LpeA	RF0115
gb|CAH14033.1|ARO:3004100|LpeB	RF0115
gb|CAH35803.1|ARO:3002982|amrA	RF0115
gb|CAJ77855.1|ARO:3000779|adeH	RF0115
gb|CAJ77857.1|ARO:3000778|adeG	RF0115
gb|CAL34518.1|ARO:3000526|cmeR	RF0115
gb|CCP46065.1|ARO:3000816|mtrA	RF0115
gb|CDO61513.1|ARO:3003948|efrA	RF0115
gb|CDO61516.1|ARO:3003949|efrB	RF0115
gb|EGP45230|ARO:3004142|OprZ	RF0115
gb|EGP45232.2|ARO:3004143|AxyX	RF0115
gb|EOU56998.1|ARO:3004597|Klebsiella	RF0115
gb|NP_249116.1|ARO:3000377|MexA	RF0115
gb|AAD12162.1|ARO:3001299|tlrB	RF0116
gb|AAS79458.1|ARO:3001302|chrB	RF0116
gb|AJD73064.1|ARO:3001301|RlmA(II)	RF0116
gb|BAA03674.1|ARO:3001300|myrA	RF0116
gb|BAE77933.1|ARO:3000518|CRP	RF0116
gb|CAB37345.2|ARO:3004592|erm(32)	RF0116
gb|AAB03413.1|ARO:3003099|cphA2	RF0118
gb|AAM63403.1|ARO:3003093|CEPH-A3	RF0118
gb|AAP69912.1|ARO:3003100|cphA4	RF0118
gb|AAP69913.1|ARO:3003101|cphA5	RF0118
gb|AAP69914.1|ARO:3003102|cphA6	RF0118
gb|AAP97129.1|ARO:3003104|cphA8	RF0118
gb|CAA40386.1|ARO:3003103|cphA7	RF0118
gb|CAA71441.1|ARO:3003095|imiS	RF0118
gb|CAD69003.1|ARO:3003094|imiH	RF0118
gb|AAN77730.1|ARO:3001097|SHV-39	RF0119
gb|AAP93847.1|ARO:3002477|LEN-14	RF0119
gb|AAP93848.1|ARO:3002476|LEN-6	RF0119
gb|ACC99191.1|ARO:3001161|SHV-112	RF0119
gb|AAL19308.1|ARO:3000504|golS	RF0121
gb|AAR20595.1|ARO:3000090|BLA1	RF0123
gb|CAA29819.1|ARO:3002877|BcI	RF0123
gb|AJP77058|ARO:3003719|MSI-OXA	RF0125
gb|AAA20116.1|ARO:3000180|tetA(P)	RF0127
gb|CAM12479.1|ARO:3000567|tet(40)	RF0127
gb|AAC72341.1|ARO:3000182|tet(Y)	RF0129
gb|CAC80727.1|ARO:3000476|tet(31)	RF0130
gb|AAA20116.1|ARO:3000180|tetA(P)	RF0134
gb|AAA22277.1|ARO:3003007|bmr	RF0134
gb|AAA23033.2|ARO:3000190|tetO	RF0134
gb|AAA25293.1|ARO:3000192|tetS	RF0134
gb|AAA26057.1|ARO:3002693|cmlA1	RF0134
gb|AAC36944.1|ARO:3003006|blt	RF0134
gb|AAC43550.1|ARO:3003967|lrfA	RF0134
gb|AAC45805.1|ARO:3002702|cmrA	RF0134
gb|AAC74149.2|ARO:3001216|mdtH	RF0134
gb|AAC77293.1|ARO:3001214|mdtM	RF0134
gb|AAD04032.1|ARO:3002892|otr(B)	RF0134
gb|AAD08227.1|ARO:3003964|hp1181	RF0134
gb|AAD22144.1|ARO:3002698|cmlB	RF0134
gb|AAF27726.1|ARO:3002694|cmlA4	RF0134
gb|AAG03380.1|ARO:3002703|cmx	RF0134
gb|AAK52606.1|ARO:3002696|cmlA6	RF0134
gb|AAK99679.1|ARO:3000822|pmrA	RF0134
gb|AAM77075.1|ARO:3002695|cmlA5	RF0134
gb|AAQ10694.1|ARO:3003047|qacB	RF0134
gb|AAS68233.1|ARO:3000391|norA	RF0134
gb|ABF33001.1|ARO:3003969|lmrP	RF0134
gb|ABV18113.1|ARO:3001329|mdtG	RF0134
gb|ABW91179.1|ARO:3004665|cmlA8	RF0134
gb|ACF70723.1|ARO:3004103|QepA2	RF0134
gb|ACH87088.1|ARO:3000196|tet32	RF0134
gb|ACQ82816.1|ARO:3004577|Acinetobacter	RF0134
gb|AEZ36150.1|ARO:3000448|qepA	RF0134
gb|AFH35853.1|ARO:3001328|Escherichia	RF0134
gb|AFK80333.1|ARO:3001313|facT	RF0134
gb|ALV80601.1|ARO:3003801|bcr-1	RF0134
gb|AMP42147.1|ARO:3004442|tet(W/N/W)	RF0134
gb|APB03215.1|ARO:3003981|tetB(48)	RF0134
gb|AQX36338.1|ARO:3004379|QepA4	RF0134
gb|BAA07390.1|ARO:3002893|tcr3	RF0134
gb|BAA14147.1|ARO:3004667|Staphylococcus	RF0134
gb|BAC11911.1|ARO:3003551|emeA	RF0134
gb|BAG75524.1|ARO:3003954|efmA	RF0134
gb|BAJ09383.1|ARO:3003046|qacA	RF0134
gb|CAA03986.1|ARO:3000343|tap	RF0134
gb|CAA10975.1|ARO:3000194|tetW	RF0134
gb|CAA42594.1|ARO:3002690|cml	RF0134
gb|CAA78046.1|ARO:3002701|Rhodococcus	RF0134
gb|CAD31707.1|ARO:3002691|Salmonella	RF0134
