CARD:
Seq_Header	Hmmscan_Family
gb|AGE45504.1|ARO:3002082|CMY-69	Beta-lactamase	RF0038
gb|AIT76104.1|ARO:3002180|MIR-15	Beta-lactamase	RF0038
gb|AGH33739.1|ARO:3002377|VEB-8	Beta-lactamase	RF0038
gb|CAA33795.1|ARO:3003563|RCP-1	Beta-lactamase	RF0038
gb|CAP12358.1|ARO:3002451|OKP-B-18	Beta-lactamase	RF0038
gb|ABF06441.1|ARO:3002034|CMY-23	Beta-lactamase	RF0038
gb|ABN09669.1|ARO:3001922|CTX-M-61	Beta-lactamase	RF0038
gb|AAM22276.1|ARO:3000963|TEM-96	Beta-lactamase	RF0038
gb|AAX55643.1|ARO:3003558|y56	Beta-lactamase	RF0038
gb|AGA83484.1|ARO:3001369|TEM-153	Beta-lactamase	RF0038
gb|AEZ05108.1|ARO:3002349|GES-20	Beta-lactamase	RF0038
gb|CAA74573.1|ARO:3001867|CTX-M-4	Beta-lactamase	RF0038
gb|AEK78851.1|ARO:3002163|FOX-9	Beta-lactamase	RF0038
gb|ABA06588.1|ARO:3001121|SHV-66	Beta-lactamase	RF0038
gb|CAJ47132.2|ARO:3001131|SHV-77	Beta-lactamase	RF0038
gb|AFU25644.1|ARO:3002090|CMY-77	Beta-lactamase	RF0038
gb|ADM25824.1|ARO:3001178|SHV-134	Beta-lactamase	RF0038
gb|AAK69830.1|ARO:3002455|LEN-2	Beta-lactamase	RF0038
gb|CAJ19606.1|ARO:3002425|OKP-A-8	Beta-lactamase	RF0038
gb|AAZ04368.1|ARO:3002385|BEL-1	Beta-lactamase	RF0038
gb|AGW25367.1|ARO:3001386|TEM-209	Beta-lactamase	RF0038
gb|CAA76796.1|ARO:3000899|TEM-29	Beta-lactamase	RF0038
gb|ABY91240.1|ARO:3002315|KPC-5	Beta-lactamase	RF0038
gb|AAF37209.2|ARO:3001083|SHV-25	Beta-lactamase	RF0038
gb|ACI29348.1|ARO:3001946|CTX-M-86	Beta-lactamase	RF0038
gb|ABC18328.3|ARO:3001916|CTX-M-54	Beta-lactamase	RF0038
gb|AAC32891.1|ARO:3000898|TEM-28	Beta-lactamase	RF0038
gb|AAV83795.1|ARO:3001000|TEM-136	Beta-lactamase	RF0038
gb|CAJ47129.2|ARO:3001128|SHV-74	Beta-lactamase	RF0038
gb|ACR66323.1|ARO:3001059|SHV-1	Beta-lactamase	RF0038
gb|AHA80103.1|ARO:3002114|CMY-102	Beta-lactamase	RF0038
gb|CAJ47131.2|ARO:3001130|SHV-76	Beta-lactamase	RF0038
gb|AAL86924.1|ARO:3001884|CTX-M-22	Beta-lactamase	RF0038
gb|BAA02563.2|ARO:3002182|MOX-1	Beta-lactamase	RF0038
gb|CAG25817.1|ARO:3002462|LEN-12	Beta-lactamase	RF0038
gb|AAD37413.1|ARO:3001060|SHV-2	Beta-lactamase	RF0038
gb|ACU00153.1|ARO:3001974|CTX-M-114	Beta-lactamase	RF0038
gb|ABS72351.1|ARO:3001152|SHV-103	Beta-lactamase	RF0038
gb|ACV44456.1|ARO:3002405|OXY-2-10	Beta-lactamase	RF0038
gb|CAJ47126.2|ARO:3001125|SHV-71	Beta-lactamase	RF0038
gb|AGN11769.1|ARO:3001999|CTX-M-141	Beta-lactamase	RF0038
gb|AAN05029.1|ARO:3000981|TEM-118	Beta-lactamase	RF0038
gb|AIT76109.1|ARO:3002153|DHA-22	Beta-lactamase	RF0038
gb|CAP12359.2|ARO:3002452|OKP-B-19	Beta-lactamase	RF0038
gb|AAN05030.1|ARO:3002475|LEN-3	Beta-lactamase	RF0038
gb|CAA76793.1|ARO:3000891|TEM-20	Beta-lactamase	RF0038
gb|AFQ23964.1|ARO:3001197|SHV-158	Beta-lactamase	RF0038
gb|CAA06312.1|ARO:3001870|CTX-M-7	Beta-lactamase	RF0038
gb|AAU25807.1|ARO:3002456|LEN-5	Beta-lactamase	RF0038
gb|CAP12356.2|ARO:3002438|OKP-B-5	Beta-lactamase	RF0038
gb|BAG14343.1|ARO:3002052|CMY-41	Beta-lactamase	RF0038
gb|CAD88479.1|ARO:3002025|CMY-14	Beta-lactamase	RF0038
gb|ACP18864.1|ARO:3001035|TEM-169	Beta-lactamase	RF0038
gb|AIL92326.1|ARO:3002254|CARB-17	Beta-lactamase	RF0038
gb|AAV66328.1|ARO:3001114|SHV-59	Beta-lactamase	RF0038
gb|AAF05611.1|ARO:3000946|TEM-79	Beta-lactamase	RF0038
gb|CAD08929.1|ARO:3001883|CTX-M-21	Beta-lactamase	RF0038
gb|AAS13399.1|ARO:3002028|CMY-17	Beta-lactamase	RF0038
gb|ACQ82806.1|ARO:3002498|PDC-2	Beta-lactamase	RF0038
gb|CAP12347.2|ARO:3002466|LEN-19	Beta-lactamase	RF0038
gb|AHM76771.1|ARO:3001838|ACT-17	Beta-lactamase	RF0038
gb|AIS19858.1|ARO:3003177|IMI-7	Beta-lactamase	RF0038
gb|ADK73994.1|ARO:3002161|FOX-8	Beta-lactamase	RF0038
gb|AET99222.1|ARO:3001046|TEM-186	Beta-lactamase	RF0038
gb|CAJ19620.1|ARO:3002444|OKP-B-11	Beta-lactamase	RF0038
gb|BAF63422.1|ARO:3001925|CTX-M-64	Beta-lactamase	RF0038
gb|BAE48233.1|ARO:3002030|CMY-19	Beta-lactamase	RF0038
gb|ACQ82814.1|ARO:3002508|PDC-9	Beta-lactamase	RF0038
gb|ACM04459.1|ARO:3001158|SHV-109	Beta-lactamase	RF0038
gb|AFJ79785.1|ARO:3002171|MIR-6	Beta-lactamase	RF0038
gb|AAK30619.1|ARO:3000957|TEM-90	Beta-lactamase	RF0038
gb|AHL39327.1|ARO:3002099|CMY-86	Beta-lactamase	RF0038
gb|AFH88134.1|ARO:3001983|CTX-M-124	Beta-lactamase	RF0038
gb|CAQ00120.1|ARO:3001022|TEM-156	Beta-lactamase	RF0038
gb|AET07387.1|ARO:3002076|CMY-63	Beta-lactamase	RF0038
gb|AAC09015.1|ARO:3002481|AER-1	Beta-lactamase	RF0038
gb|AAX54694.1|ARO:3001901|CTX-M-39	Beta-lactamase	RF0038
gb|AAL05630.1|ARO:3002313|KPC-3	Beta-lactamase	RF0038
gb|AAZ14084.2|ARO:3001013|TEM-146	Beta-lactamase	RF0038
gb|AEI70575.1|ARO:3001826|ACT-9	Beta-lactamase	RF0038
gb|AAF34336.1|ARO:3001080|SHV-22	Beta-lactamase	RF0038
gb|CAG34105.1|ARO:3000993|TEM-129	Beta-lactamase	RF0038
gb|AGC54798.1|ARO:3002107|CMY-94	Beta-lactamase	RF0038
gb|AIT76113.1|ARO:3002174|MIR-9	Beta-lactamase	RF0038
gb|CAJ19601.1|ARO:3002421|OKP-A-4	Beta-lactamase	RF0038
gb|CBH19182.1|ARO:3002057|CMY-46	Beta-lactamase	RF0038
gb|AAD22539.1|ARO:3000923|TEM-54	Beta-lactamase	RF0038
gb|ADZ75467.1|ARO:3002322|KPC-12	Beta-lactamase	RF0038
gb|AFK73452.1|ARO:3002094|CMY-81	Beta-lactamase	RF0038
gb|ADY02554.1|ARO:3001965|CTX-M-105	Beta-lactamase	RF0038
gb|CAM88398.1|ARO:3002370|VEB-1	Beta-lactamase	RF0038
gb|CAI10727.2|ARO:3001111|SHV-55	Beta-lactamase	RF0038
gb|AFW16978.1|ARO:3001352|SHV-168	Beta-lactamase	RF0038
gb|BAC61820.1|ARO:3003151|CARB-22	Beta-lactamase	RF0038
gb|CAD70280.1|ARO:3001890|CTX-M-28	Beta-lactamase	RF0038
gb|AIT76108.1|ARO:3002144|DHA-13	Beta-lactamase	RF0038
gb|AHA80959.1|ARO:3001357|SHV-173	Beta-lactamase	RF0038
gb|AAS79107.1|ARO:3000998|TEM-134	Beta-lactamase	RF0038
gb|AIG51284.1|ARO:3001340|SHV-119	Beta-lactamase	RF0038
gb|AIS39742.1|ARO:3003157|TEM-219	Beta-lactamase	RF0038
gb|CAC17625.1|ARO:3002518|OCH-5	Beta-lactamase	RF0038
gb|CAA65888.1|ARO:3001043|TEM-178	Beta-lactamase	RF0038
gb|ABS12249.1|ARO:3002041|CMY-30	Beta-lactamase	RF0038
gb|CAA06311.1|ARO:3001869|CTX-M-6	Beta-lactamase	RF0038
gb|AAO88912.1|ARO:3001895|CTX-M-33	Beta-lactamase	RF0038
gb|AIT76115.1|ARO:3002178|MIR-13	Beta-lactamase	RF0038
gb|ADQ38362.1|ARO:3002064|CMY-53	Beta-lactamase	RF0038
gb|CAJ47136.2|ARO:3001135|SHV-81	Beta-lactamase	RF0038
gb|CAJ17558.1|ARO:3001007|TEM-144	Beta-lactamase	RF0038
gb|CAI43417.1|ARO:3002411|OXY-5-1	Beta-lactamase	RF0038
gb|AAS89984.1|ARO:3000977|TEM-114	Beta-lactamase	RF0038
gb|AFU25641.1|ARO:3002085|CMY-72	Beta-lactamase	RF0038
gb|AAG12974.1|ARO:3002159|FOX-5	Beta-lactamase	RF0038
gb|CAG28417.1|ARO:3001956|CTX-M-96	Beta-lactamase	RF0038
gb|AIS67613.1|ARO:3003165|CTX-M-157	Beta-lactamase	RF0038
gb|AGT20529.1|ARO:3002352|GES-23	Beta-lactamase	RF0038
gb|AAV97956.1|ARO:3001908|CTX-M-46	Beta-lactamase	RF0038
gb|AAP33454.2|ARO:3001089|SHV-31	Beta-lactamase	RF0038
gb|AFQ23955.1|ARO:3001188|SHV-149	Beta-lactamase	RF0038
gb|ABN69112.2|ARO:3002167|MIR-4	Beta-lactamase	RF0038
gb|AIT76092.1|ARO:3002126|CMY-115	Beta-lactamase	RF0038
gb|ABS90365.1|ARO:3001928|CTX-M-67	Beta-lactamase	RF0038
gb|ADJ94120.1|ARO:3002345|GES-16	Beta-lactamase	RF0038
gb|CAA64682.1|ARO:3000914|TEM-45	Beta-lactamase	RF0038
gb|AAM61952.1|ARO:3000967|TEM-104	Beta-lactamase	RF0038
gb|ACB71165.1|ARO:3002316|KPC-6	Beta-lactamase	RF0038
gb|AAK64187.1|ARO:3001092|SHV-34	Beta-lactamase	RF0038
gb|AEM44648.1|ARO:3001970|CTX-M-110	Beta-lactamase	RF0038
gb|CAJ19615.1|ARO:3002440|OKP-B-7	Beta-lactamase	RF0038
gb|AAX56615.1|ARO:3001004|TEM-141	Beta-lactamase	RF0038
gb|CBJ06718.1|ARO:3001042|TEM-177	Beta-lactamase	RF0038
gb|AEM44654.1|ARO:3001969|CTX-M-109	Beta-lactamase	RF0038
gb|AAK63223.1|ARO:3003561|Sed1	Beta-lactamase	RF0038
gb|CAG25831.1|ARO:3002445|OKP-B-12	Beta-lactamase	RF0038
gb|ABW86620.2|ARO:3001941|CTX-M-80	Beta-lactamase	RF0038
gb|ACV69996.1|ARO:3002386|BEL-2	Beta-lactamase	RF0038
gb|ACI29347.1|ARO:3002495|CTX-M-85	Beta-lactamase	RF0038
gb|CAB42615.1|ARO:3002394|OXY-1-6	Beta-lactamase	RF0038
gb|AHA80105.1|ARO:3001841|ACT-20	Beta-lactamase	RF0038
gb|CAI43419.1|ARO:3002412|OXY-5-2	Beta-lactamase	RF0038
gb|CAA71321.1|ARO:3001866|CTX-M-3	Beta-lactamase	RF0038
gb|AFQ23953.1|ARO:3001186|SHV-147	Beta-lactamase	RF0038
gb|ABA06587.1|ARO:3001120|SHV-65	Beta-lactamase	RF0038
gb|ABB17185.1|ARO:3001914|CTX-M-52	Beta-lactamase	RF0038
gb|ACV32636.1|ARO:3001173|SHV-126	Beta-lactamase	RF0038
gb|AAR20595.1|ARO:3000090|BLA1	Beta-lactamase	RF0038
gb|ABN49111.1|ARO:3001146|SHV-94	Beta-lactamase	RF0038
gb|CAC85660.1|ARO:3000960|TEM-93	Beta-lactamase	RF0038
gb|AAR97270.1|ARO:3002334|GES-5	Beta-lactamase	RF0038
gb|ABC96711.1|ARO:3001016|TEM-149	Beta-lactamase	RF0038
gb|AFQ94051.1|ARO:3001991|CTX-M-132	Beta-lactamase	RF0038
gb|AAK96394.1|ARO:3002240|CARB-1	Beta-lactamase	RF0038
gb|AHA80102.1|ARO:3002113|CMY-101	Beta-lactamase	RF0038
gb|AAN75444.1|ARO:3001888|CTX-M-26	Beta-lactamase	RF0038
gb|BAF56185.1|ARO:3002037|CMY-26	Beta-lactamase	RF0038
gb|AAK31370.1|ARO:3002022|CMY-11	Beta-lactamase	RF0038
gb|ACS44784.1|ARO:3002185|MOX-6	Beta-lactamase	RF0038
gb|CAL80726.1|ARO:3001921|CTX-M-60	Beta-lactamase	RF0038
gb|AFC75523.1|ARO:3001053|TEM-193	Beta-lactamase	RF0038
gb|AHE78014.1|ARO:3001861|IMI-4	Beta-lactamase	RF0038
gb|AIX87991.1|ARO:3003180|KPC-22	Beta-lactamase	RF0038
gb|ACY74743.1|ARO:3001952|CTX-M-92	Beta-lactamase	RF0038
gb|ACS32293.1|ARO:3001935|CTX-M-74	Beta-lactamase	RF0038
gb|AEM97674.1|ARO:3002075|CMY-62	Beta-lactamase	RF0038
gb|AAQ93491.1|ARO:3000986|TEM-124	Beta-lactamase	RF0038
gb|CAB36902.1|ARO:3002017|CMY-6	Beta-lactamase	RF0038
gb|BAM28879.1|ARO:3001204|SHV-167	Beta-lactamase	RF0038
gb|ADT91161.1|ARO:3002135|DHA-6	Beta-lactamase	RF0038
gb|CAC43229.1|ARO:3000952|TEM-85	Beta-lactamase	RF0038
gb|AAF86697.1|ARO:3001817|ACC-3	Beta-lactamase	RF0038
gb|CAO98721.1|ARO:3000886|TEM-15	Beta-lactamase	RF0038
gb|CAB42614.1|ARO:3002399|OXY-2-4	Beta-lactamase	RF0038
gb|BAF92780.1|ARO:3001115|SHV-60	Beta-lactamase	RF0038
gb|ACV32635.1|ARO:3001172|SHV-125	Beta-lactamase	RF0038
gb|ACZ98826.1|ARO:3002344|GES-15	Beta-lactamase	RF0038
gb|AAU95778.1|ARO:3002029|CMY-18	Beta-lactamase	RF0038
gb|CBX53726.1|ARO:3000910|TEM-40	Beta-lactamase	RF0038
gb|AAF34333.1|ARO:3001077|SHV-19	Beta-lactamase	RF0038
gb|CAJ47135.2|ARO:3001134|SHV-80	Beta-lactamase	RF0038
gb|CDG50843.1|ARO:3001962|CTX-M-103	Beta-lactamase	RF0038
gb|AAM74565.1|ARO:3002246|CARB-7	Beta-lactamase	RF0038
gb|ACQ82811.1|ARO:3002505|PDC-6	Beta-lactamase	RF0038
gb|CAJ19608.1|ARO:3002427|OKP-A-10	Beta-lactamase	RF0038
gb|AAF36719.1|ARO:3001084|SHV-26	Beta-lactamase	RF0038
gb|CEA29752.1|ARO:3003173|MIR-17	Beta-lactamase	RF0038
gb|AHJ78622.1|ARO:3001393|TEM-216	Beta-lactamase	RF0038
gb|AIT76090.1|ARO:3002123|CMY-112	Beta-lactamase	RF0038
gb|AAF72531.1|ARO:3001876|CTX-M-13	Beta-lactamase	RF0038
gb|ABI81768.1|ARO:3001023|TEM-157	Beta-lactamase	RF0038
gb|CAQ42481.2|ARO:3001939|CTX-M-78	Beta-lactamase	RF0038
gb|ABY56290.1|ARO:3001118|SHV-63	Beta-lactamase	RF0038
gb|AEZ05107.1|ARO:3002348|GES-19	Beta-lactamase	RF0038
gb|AAD43815.1|ARO:3001072|SHV-13	Beta-lactamase	RF0038
gb|CAP12350.2|ARO:3002469|LEN-22	Beta-lactamase	RF0038
gb|ADR66517.1|ARO:3001179|SHV-135	Beta-lactamase	RF0038
gb|AIT76094.1|ARO:3002149|DHA-18	Beta-lactamase	RF0038
gb|BAA07082.1|ARO:3001906|CTX-M-44	Beta-lactamase	RF0038
gb|CAQ03504.1|ARO:3001337|SHV-99	Beta-lactamase	RF0038
gb|AFN69127.1|ARO:3001058|TEM-199	Beta-lactamase	RF0038
gb|AAN77730.1|ARO:3001097|SHV-39	Beta-lactamase	RF0038
gb|ACJ61335.1|ARO:3002249|CARB-10	Beta-lactamase	RF0038
gb|AAA26775.1|ARO:3003564|EXO	Beta-lactamase	RF0038
gb|AAL78276.1|ARO:3002392|OXY-1-4	Beta-lactamase	RF0038
gb|CAA82281.1|ARO:3002379|SME-1	Beta-lactamase	RF0038
gb|AHL39340.1|ARO:3001847|ACT-27	Beta-lactamase	RF0038
gb|AGH56079.1|ARO:3002190|MOX-8	Beta-lactamase	RF0038
gb|BAA02497.1|ARO:3002250|CARB-12	Beta-lactamase	RF0038
gb|AAP03063.1|ARO:3001105|SHV-48	Beta-lactamase	RF0038
gb|AAN05028.1|ARO:3000941|TEM-75	Beta-lactamase	RF0038
gb|BAF36388.1|ARO:3002048|CMY-37	Beta-lactamase	RF0038
gb|CAQ03507.1|ARO:3001156|SHV-107	Beta-lactamase	RF0038
gb|ACA30419.1|ARO:3002186|MOX-3	Beta-lactamase	RF0038
gb|ADD80743.1|ARO:3002368|PER-6	Beta-lactamase	RF0038
gb|CAA55007.1|ARO:3001857|LAT-1	Beta-lactamase	RF0038
gb|ABZ81086.1|ARO:3001829|ACT-4	Beta-lactamase	RF0038
gb|ACA34904.1|ARO:3002374|VEB-6	Beta-lactamase	RF0038
gb|ACV32310.1|ARO:3002060|CMY-49	Beta-lactamase	RF0038
gb|AAN05031.1|ARO:3002472|LEN-4	Beta-lactamase	RF0038
gb|AGZ20169.1|ARO:3002120|CMY-108	Beta-lactamase	RF0038
gb|AFU25650.1|ARO:3001834|ACT-12	Beta-lactamase	RF0038
gb|AAS92558.1|ARO:3002381|SME-3	Beta-lactamase	RF0038
gb|CBB16411.1|ARO:3002056|CMY-45	Beta-lactamase	RF0038
gb|ABC54571.1|ARO:3001139|SHV-85	Beta-lactamase	RF0038
gb|ABM54870.1|ARO:3001026|TEM-160	Beta-lactamase	RF0038
gb|AAP41944.1|ARO:3001108|SHV-51	Beta-lactamase	RF0038
gb|ACR22829.1|ARO:3001034|TEM-168	Beta-lactamase	RF0038
gb|CAI29263.1|ARO:3000994|TEM-130	Beta-lactamase	RF0038
gb|AAL29433.1|ARO:3000948|TEM-81	Beta-lactamase	RF0038
gb|AFQ32277.1|ARO:3001344|SHV-143	Beta-lactamase	RF0038
gb|ACN22483.1|ARO:3002367|PER-5	Beta-lactamase	RF0038
gb|CAH03679.1|ARO:3002027|CMY-16	Beta-lactamase	RF0038
gb|AAK58421.1|ARO:3002331|GES-2	Beta-lactamase	RF0038
gb|ABX71158.1|ARO:3001153|SHV-104	Beta-lactamase	RF0038
gb|AFU25647.1|ARO:3001836|ACT-14	Beta-lactamase	RF0038
gb|ABB72431.1|ARO:3002033|CMY-22	Beta-lactamase	RF0038
gb|AEK80394.1|ARO:3001182|SHV-140	Beta-lactamase	RF0038
gb|CEA29750.1|ARO:3003154|SHV-187	Beta-lactamase	RF0038
gb|CAP12360.2|ARO:3002453|OKP-B-20	Beta-lactamase	RF0038
gb|BAD90119.1|ARO:3001924|CTX-M-63	Beta-lactamase	RF0038
gb|AHM76777.1|ARO:3001839|ACT-18	Beta-lactamase	RF0038
gb|AEK48094.1|ARO:3001159|SHV-110	Beta-lactamase	RF0038
gb|ACV32633.1|ARO:3001170|SHV-123	Beta-lactamase	RF0038
gb|ABL67017.1|ARO:3001823|ACT-3	Beta-lactamase	RF0038
gb|ACU00152.1|ARO:3002086|CMY-73	Beta-lactamase	RF0038
gb|CAD89606.1|ARO:3001894|CTX-M-32	Beta-lactamase	RF0038
gb|AAU89132.1|ARO:3002365|PER-3	Beta-lactamase	RF0038
gb|ADW84690.1|ARO:3002077|CMY-64	Beta-lactamase	RF0038
gb|AGU59995.1|ARO:3002070|CMY-99	Beta-lactamase	RF0038
gb|CAA66730.1|ARO:3001061|SHV-2A	Beta-lactamase	RF0038
gb|AAF34337.1|ARO:3001081|SHV-23	Beta-lactamase	RF0038
gb|ACH58980.1|ARO:3002482|LRA-1	Beta-lactamase	RF0038
gb|ABC58727.1|ARO:3001140|SHV-86	Beta-lactamase	RF0038
gb|ACI29346.1|ARO:3001945|CTX-M-84	Beta-lactamase	RF0038
gb|AAK32961.1|ARO:3001879|CTX-M-16	Beta-lactamase	RF0038
gb|AHA49908.1|ARO:3002382|SME-4	Beta-lactamase	RF0038
gb|CAP60699.1|ARO:3002049|CMY-38	Beta-lactamase	RF0038
gb|AFC75524.1|ARO:3001054|TEM-194	Beta-lactamase	RF0038
gb|AHY20039.1|ARO:3002009|CTX-M-152	Beta-lactamase	RF0038
gb|AIS67612.1|ARO:3003164|CTX-M-156	Beta-lactamase	RF0038
gb|AAN39364.1|ARO:3001103|SHV-45	Beta-lactamase	RF0038
gb|CBL80615.1|ARO:3001955|CTX-M-95	Beta-lactamase	RF0038
gb|AFQ23960.1|ARO:3001193|SHV-154	Beta-lactamase	RF0038
gb|AEK48085.1|ARO:3001056|TEM-197	Beta-lactamase	RF0038
gb|ACV92002.1|ARO:3001932|CTX-M-71	Beta-lactamase	RF0038
gb|ABB72225.1|ARO:3001915|CTX-M-53	Beta-lactamase	RF0038
gb|AFK73443.1|ARO:3002091|CMY-78	Beta-lactamase	RF0038
gb|ACS44785.1|ARO:3002189|MOX-7	Beta-lactamase	RF0038
gb|AHW47897.1|ARO:3002122|CMY-111	Beta-lactamase	RF0038
gb|CAJ32371.1|ARO:3001138|SHV-84	Beta-lactamase	RF0038
gb|AIT76117.1|ARO:3002179|MIR-14	Beta-lactamase	RF0038
gb|AAY42633.1|ARO:3001124|SHV-70	Beta-lactamase	RF0038
gb|AGU38146.1|ARO:3001828|ACT-23	Beta-lactamase	RF0038
gb|AAZ23494.1|ARO:3001003|TEM-139	Beta-lactamase	RF0038
gb|AAZ95872.1|ARO:3001865|CTX-M-2	Beta-lactamase	RF0038
gb|AIT76100.1|ARO:3002152|DHA-21	Beta-lactamase	RF0038
gb|CAD88477.1|ARO:3002026|CMY-15	Beta-lactamase	RF0038
gb|ABN49113.1|ARO:3001147|SHV-95	Beta-lactamase	RF0038
gb|AAN05026.1|ARO:3000980|TEM-117	Beta-lactamase	RF0038
gb|ABO09821.1|ARO:3001940|CTX-M-79	Beta-lactamase	RF0038
gb|CAJ19612.1|ARO:3002437|OKP-B-4	Beta-lactamase	RF0038
gb|AAO59455.1|ARO:3002247|CARB-8	Beta-lactamase	RF0038
gb|CAP12357.2|ARO:3002450|OKP-B-17	Beta-lactamase	RF0038
gb|CAB46491.1|ARO:3001815|ACC-1	Beta-lactamase	RF0038
gb|AAM15527.1|ARO:3000947|TEM-80	Beta-lactamase	RF0038
gb|AEZ49855.1|ARO:3002081|CMY-68	Beta-lactamase	RF0038
gb|AHA80960.1|ARO:3001388|TEM-211	Beta-lactamase	RF0038
gb|AAC32890.1|ARO:3001868|CTX-M-5	Beta-lactamase	RF0038
gb|AEX59144.1|ARO:3002347|GES-18	Beta-lactamase	RF0038
gb|AAA21532.1|ARO:3003559|cepA	Beta-lactamase	RF0038
gb|CAP12346.2|ARO:3002465|LEN-18	Beta-lactamase	RF0038
gb|AAN04882.1|ARO:3001098|SHV-40	Beta-lactamase	RF0038
gb|ACQ99521.1|ARO:3001950|CTX-M-90	Beta-lactamase	RF0038
gb|ABR18736.1|ARO:3002042|CMY-31	Beta-lactamase	RF0038
gb|AAY85632.1|ARO:3001006|TEM-143	Beta-lactamase	RF0038
gb|AEL22919.1|ARO:3002138|DHA-5	Beta-lactamase	RF0038
gb|CAG25427.1|ARO:3000999|TEM-135	Beta-lactamase	RF0038
gb|CAC17626.1|ARO:3002519|OCH-6	Beta-lactamase	RF0038
gb|AHL39333.1|ARO:3001848|ACT-28	Beta-lactamase	RF0038
gb|AAD22636.1|ARO:3002166|MIR-1	Beta-lactamase	RF0038
gb|ADP37961.1|ARO:3002068|CMY-57	Beta-lactamase	RF0038
gb|BAF95849.1|ARO:3001160|SHV-111	Beta-lactamase	RF0038
gb|AAN04881.1|ARO:3000978|TEM-115	Beta-lactamase	RF0038
gb|BAM76830.1|ARO:3002993|AQU-1	Beta-lactamase	RF0038
gb|CCA61905.1|ARO:3001375|TEM-184	Beta-lactamase	RF0038
gb|AAM18924.1|ARO:3000964|TEM-101	Beta-lactamase	RF0038
gb|CAB89086.1|ARO:3002158|FOX-4	Beta-lactamase	RF0038
gb|CAJ47128.2|ARO:3001127|SHV-73	Beta-lactamase	RF0038
gb|ABQ45409.1|ARO:3001927|CTX-M-66	Beta-lactamase	RF0038
gb|AFQ23957.1|ARO:3001190|SHV-151	Beta-lactamase	RF0038
gb|BAP75641.1|ARO:3002353|GES-24	Beta-lactamase	RF0038
gb|BAA28282.1|ARO:3001907|CTX-M-45	Beta-lactamase	RF0038
gb|AAC98092.2|ARO:3001075|SHV-16	Beta-lactamase	RF0038
gb|AAD22538.1|ARO:3000922|TEM-53	Beta-lactamase	RF0038
gb|AAG15384.1|ARO:3001086|SHV-28	Beta-lactamase	RF0038
gb|AHA80104.1|ARO:3002115|CMY-103	Beta-lactamase	RF0038
gb|AFQ23954.1|ARO:3001187|SHV-148	Beta-lactamase	RF0038
gb|AAL99990.1|ARO:3001885|CTX-M-23	Beta-lactamase	RF0038
gb|AHM76768.1|ARO:3002106|CMY-93	Beta-lactamase	RF0038
gb|ACN65418.1|ARO:3002433|OKP-A-16	Beta-lactamase	RF0038
gb|AHX39588.1|ARO:3002002|CTX-M-144	Beta-lactamase	RF0038
gb|AIL54055.1|ARO:3001975|CTX-M-115	Beta-lactamase	RF0038
gb|AAR89358.1|ARO:3000989|TEM-127	Beta-lactamase	RF0038
gb|AFN21551.1|ARO:3000890|TEM-19	Beta-lactamase	RF0038
gb|ADZ31262.1|ARO:3001966|CTX-M-106	Beta-lactamase	RF0038
gb|AFQ23965.1|ARO:3001198|SHV-159	Beta-lactamase	RF0038
gb|CAJ19602.1|ARO:3002422|OKP-A-5	Beta-lactamase	RF0038
gb|AAG34108.1|ARO:3001875|CTX-M-12	Beta-lactamase	RF0038
gb|AAA25053.1|ARO:3000884|TEM-12	Beta-lactamase	RF0038
gb|CAA71323.1|ARO:3000917|TEM-48	Beta-lactamase	RF0038
gb|ACJ05686.1|ARO:3001825|ACT-6	Beta-lactamase	RF0038
gb|ABX71157.1|ARO:3001030|TEM-164	Beta-lactamase	RF0038
gb|AIT76101.1|ARO:3002151|DHA-20	Beta-lactamase	RF0038
gb|AIT76107.1|ARO:3002145|DHA-14	Beta-lactamase	RF0038
gb|AAK29174.1|ARO:3002371|VEB-2	Beta-lactamase	RF0038
gb|AIT76098.1|ARO:3002130|CMY-119	Beta-lactamase	RF0038
gb|CDN33427.1|ARO:3001351|SHV-183	Beta-lactamase	RF0038
gb|ABB84515.1|ARO:3001014|TEM-147	Beta-lactamase	RF0038
gb|AEG79634.1|ARO:3001167|SHV-120	Beta-lactamase	RF0038
gb|AAR10958.1|ARO:3000995|TEM-131	Beta-lactamase	RF0038
gb|AAZ91704.1|ARO:3002241|CARB-2	Beta-lactamase	RF0038
gb|ACI89425.1|ARO:3002184|MOX-4	Beta-lactamase	RF0038
gb|AFX60298.1|ARO:3001992|CTX-M-134	Beta-lactamase	RF0038
gb|CAA46344.1|ARO:3000880|TEM-8	Beta-lactamase	RF0038
gb|AJP67510.1|ARO:3003181|GES-26	Beta-lactamase	RF0038
gb|CAA45828.1|ARO:3000875|TEM-3	Beta-lactamase	RF0038
gb|AAL78275.1|ARO:3002391|OXY-1-3	Beta-lactamase	RF0038
gb|AAO61597.1|ARO:3001889|CTX-M-27	Beta-lactamase	RF0038
gb|CAA39164.1|ARO:3001064|SHV-5	Beta-lactamase	RF0038
gb|AAR97271.1|ARO:3002335|GES-6	Beta-lactamase	RF0038
gb|BAL63057.1|ARO:3002100|CMY-87	Beta-lactamase	RF0038
gb|CAC85661.1|ARO:3000961|TEM-94	Beta-lactamase	RF0038
gb|ABD73290.1|ARO:3001920|CTX-M-59	Beta-lactamase	RF0038
gb|ACJ05689.1|ARO:3001824|ACT-5	Beta-lactamase	RF0038
