NCBI:
Seq_Header	Hmmscan_Family
1201190411|WP_087587931.1|1|1|erm(46)|erm(46)|target_modification|23S_rRNA_(adenine(2058)-N(6))-methyltransferase_Erm(46)	Erm38	RF0068
738478552|WP_036428783.1|1|1|erm(40)|erm(40)|target_modification|23S_rRNA_(adenine(2058)-N(6))-methyltransferase_Erm(40)	Erm38	RF0068
740778352|WP_038563636.1|1|1|erm(39)|erm(39)|target_modification|23S_rRNA_(adenine(2058)-N(6))-methyltransferase_Erm(39)	Erm38	RF0068
1028083107|WP_063842263.1|1|1|blaLRA-1|blaLRA-1|hydrolase|class_A_beta-lactamase_LRA-1	Exo	RF0072
1028102044|WP_063857821.1|1|1|blaAST-1|blaAST|hydrolase|class_A_broad-spectrum_beta-lactamase_AST-1	Exo	RF0072
1028105526|WP_063860638.1|1|1|blaKPC-16|blaKPC|hydrolase|carbapenem-hydrolyzing_class_A_beta-lactamase_KPC-16	Exo	RF0072
1028105527|WP_063860639.1|1|1|blaKPC-17|blaKPC|hydrolase|carbapenem-hydrolyzing_class_A_beta-lactamase_KPC-17	Exo	RF0072
1028105611|WP_063860723.1|1|1|blaKPC-22|blaKPC|hydrolase|carbapenem-hydrolyzing_class_A_beta-lactamase_KPC-22	Exo	RF0072
1073722251|WP_070064531.1|1|1|blaFAR-1|blaFAR|hydrolase|class_A_extended-spectrum_beta-lactamase_FAR-1	Exo	RF0072
529016727|WP_020924773.1|1|1|blaAXC-1|blaAXC|hydrolase|carbapenem-hydrolyzing_class_A_beta-lactamase_AXC-1	Exo	RF0072
1028094245|WP_063851283.1|1|1|grm|grm||Grm_family_16S_rRNA_(guanine(1405)-N(7))-methyltransferase	FmrO	RF0075
1028098280|WP_063854824.1|1|1|rmtA|rmtA|target_modification|RmtA_family_16S_rRNA_(guanine(1405)-N(7))-methyltransferase	FmrO	RF0075
1028098310|WP_063854854.1|1|1|rmtB2|rmtB|target_modification|16S_rRNA_(guanine(1405)-N(7))-methyltransferase_RmtB2	FmrO	RF0075
1028112328|WP_063866469.1|1|1|rmtD2|rmtD|target_modification|16S_rRNA_(guanine(1405)-N(7))-methyltransferase_RmtD2	FmrO	RF0075
1028112337|WP_063866478.1|1|1|rmtE1|rmtE|target_modification|16S_rRNA_(guanine(1405)-N(7))-methyltransferase_RmtE	FmrO	RF0075
1028112349|WP_063866490.1|1|1|rmtE2|rmtE|target_modification|16S_rRNA_(guanine(1405)-N(7))-methyltransferase_RmtE2	FmrO	RF0075
1028429215|WP_063978071.1|1|1|sgm|sgm||Sgm_family_16S_rRNA_(guanine(1405)-N(7))-methyltransferase	FmrO	RF0075
446282131|WP_000359986.1|1|1|armA|armA|target_modification|ArmA_family_16S_rRNA_(guanine(1405)-N(7))-methyltransferase	FmrO	RF0075
446778513|WP_000855769.1|1|1|rmtC|rmtC|target_modification|RmtC_family_16S_rRNA_(guanine(1405)-N(7))-methyltransferase	FmrO	RF0075
501341183|WP_012372818.1|1|1|rmtB1|rmtB|target_modification|16S_rRNA_(guanine(1405)-N(7))-methyltransferase_RmtB1	FmrO	RF0075
505445294|WP_015632396.1|1|1|rmtF1|rmtF|target_modification|16S_rRNA_(guanine(1405)-N(7))-methyltransferase_RmtF1	FmrO	RF0075
518556154|WP_019726361.1|1|1|rmtD1|rmtD|target_modification|16S_rRNA_(guanine(1405)-N(7))-methyltransferase_RmtD1	FmrO	RF0075
557680565|WP_023434793.1|1|1|rmtF2|rmtF|target_modification|16S_rRNA_(guanine(1405)-N(7))-methyltransferase_RmtF2	FmrO	RF0075
644808611|WP_025368648.1|1|1|rmtG|rmtG|target_modification|RmtG_family_16S_rRNA_(guanine(1405)-N(7))-methyltransferase	FmrO	RF0075
695688995|WP_032634099.1|1|1|rmtB4|rmtB|target_modification|16S_rRNA_(guanine(1405)-N(7))-methyltransferase_RmtB4	FmrO	RF0075
817701678|WP_046664169.1|1|1|rmtH|rmtH|target_modification|RmtH_family_16S_rRNA_(guanine(1405)-N(7))-methyltransferase	FmrO	RF0075
852041985|WP_048266647.1|1|1|rmtB3|rmtB|target_modification|16S_rRNA_(guanine(1405)-N(7))-methyltransferase_RmtB3	FmrO	RF0075
1028083739|WP_063842707.1|1|1|blaLRA-12|blaLRA-12|hydrolase|subclass_B3_metallo-beta-lactamase_LRA-12	GOB	RF0078
1028083744|WP_063842712.1|1|1|blaLRA-17|blaLRA-17|hydrolase|subclass_B3_metallo-beta-lactamase_LRA-17	GOB	RF0078
1028083749|WP_063842717.1|1|1|blaLRA-19|blaLRA-19|hydrolase|subclass_B3_metallo-beta-lactamase_LRA-19	GOB	RF0078
1028110220|WP_063864590.1|1|1|blaPEDO-1|blaPEDO-1_fam|hydrolase|subclass_B3_metallo-beta-lactamase_PEDO-1	GOB	RF0078
754466891|WP_041884311.1|1|1|blaPLN-1|blaPLN|hydrolase|subclass_B3_metallo-beta-lactamase_PLN-1	GOB	RF0078
10312114|AAG16664.1|1|1|perA|perA||BFP_system_transcriptional_regulator_PerA	HTH_AraC	RF0079
10312118|AAG16667.1|1|1|perA|perA||BFP_system_transcriptional_regulator_PerA	HTH_AraC	RF0079
10312130|AAG16676.1|1|1|perA|perA||BFP_system_transcriptional_regulator_PerA	HTH_AraC	RF0079
11344856|AAG34504.1|1|1|perA|perA||BFP_system_transcriptional_regulator_PerA	HTH_AraC	RF0079
115500647|BAF33878.1|1|1|aggR|aggR||aggregative_adherence_transcriptional_regulator_AggR	HTH_AraC	RF0079
11993563|AAG42788.1|1|1|perA|perA||BFP_system_transcriptional_regulator_PerA	HTH_AraC	RF0079
12407853|AAG53662.1|1|1|perA|perA||BFP_system_transcriptional_regulator_PerA	HTH_AraC	RF0079
124107893|ABM90581.1|1|1|perA|perA||BFP_system_transcriptional_regulator_PerA	HTH_AraC	RF0079
124107896|ABM90583.1|1|1|perA|perA||BFP_system_transcriptional_regulator_PerA	HTH_AraC	RF0079
124107902|ABM90587.1|1|1|perA|perA||BFP_system_transcriptional_regulator_PerA	HTH_AraC	RF0079
124107905|ABM90589.1|1|1|perA|perA||BFP_system_transcriptional_regulator_PerA	HTH_AraC	RF0079
124107917|ABM90597.1|1|1|perA|perA||BFP_system_transcriptional_regulator_PerA	HTH_AraC	RF0079
124107929|ABM90605.1|1|1|perA|perA||BFP_system_transcriptional_regulator_PerA	HTH_AraC	RF0079
124107945|ABM90615.1|1|1|perA|perA||BFP_system_transcriptional_regulator_PerA	HTH_AraC	RF0079
284924620|CBG27804.1|1|1|aggR|aggR||aggregative_adherence_transcriptional_regulator_AggR	HTH_AraC	RF0079
293329995|BAJ04486.1|1|1|perA|perA||BFP_system_transcriptional_regulator_PerA	HTH_AraC	RF0079
293330000|BAJ04488.1|1|1|perA|perA||BFP_system_transcriptional_regulator_PerA	HTH_AraC	RF0079
471302|CAA83535.1|1|1|aggR|aggR||aggregative_adherence_transcriptional_regulator_AggR	HTH_AraC	RF0079
5532286|AAD44693.1|1|1|mtrA_nei|mtrA_nei||efflux_transporter_MtrCDE_transcriptional_activator_MtrA	HTH_AraC	RF0079
6009400|BAA84859.1|1|1|perA|perA||BFP_system_transcriptional_regulator_PerA	HTH_AraC	RF0079
81248217|ABB68924.1|1|1|virF|virF||AraC_family_invasion_system_transcriptional_regulator_VirF	HTH_AraC	RF0079
9988580|AAG10695.1|1|1|perA|perA||BFP_system_transcriptional_regulator_PerA	HTH_AraC	RF0079
16131888|WP_000019358.1|1|1|soxS|soxS|point_mutation|soxS	HTH_AraC	RF0079
16767515|WP_000019483.1|1|1|soxS|soxS|point_mutation|soxS	HTH_AraC	RF0079
1028105030|WP_063860216.1|1|1|blaEBR-1|blaEBR|hydrolase|subclass_B1_metallo-beta-lactamase_EBR-1	IND	RF0081
1028102056|WP_063857833.1|1|1|blaBIC-1|blaBIC|hydrolase|carbapenem-hydrolyzing_class_A_beta-lactamase_BIC-1	KPC	RF0083
1391852865|WP_109545050.1|1|1|blaCRH-2|blaCRH|hydrolase|carbapenem-hydrolyzing_class_A_beta-lactamase_CRH-2	KPC	RF0083
1391852866|WP_109545051.1|1|1|blaCRH-3|blaCRH|hydrolase|carbapenem-hydrolyzing_class_A_beta-lactamase_CRH-3	KPC	RF0083
639192161|WP_024531321.1|1|1|blaSFC-1|blaSFC|hydrolase|carbapenem-hydrolyzing_class_A_beta-lactamase_SFC-1	KPC	RF0083
759906063|WP_043592266.1|1|1|blaCRH-1|blaCRH|hydrolase|carbapenem-hydrolyzing_class_A_beta-lactamase_CRH-1	KPC	RF0083
1028083980|WP_063842948.1|1|1|blaTHIN-B|blaTHIN-B|hydrolase|subclass_B3_metallo-beta-lactamase_THIN-B	L1	RF0084
1028102043|WP_063857820.1|1|1|blaAIM-1|blaAIM|hydrolase|subclass_B3_metallo-beta-lactamase_AIM-1	L1	RF0084
1104448622|WP_071766402.1|1|1|blaMSI-1|blaMSI-1_fam|hydrolase|subclass_B3_metallo-beta-lactamase_MSI-1	L1	RF0084
1104448926|WP_071766622.1|1|1|blaRm3|blaRm3|hydrolase|subclass_B3_metallo-beta-lactamase_Rm3	L1	RF0084
1509794514|WP_122630823.1|1|1|blaEVM-1|blaEVM|hydrolase|subclass_B3_metallo-beta-lactamase_EVM-1	L1	RF0084
1509794515|WP_122630824.1|1|1|blaECM-1|blaECM|hydrolase|subclass_B3_metallo-beta-lactamase_ECM-1	L1	RF0084
1509794516|WP_122630825.1|1|1|blaEAM-1|blaEAM|hydrolase|subclass_B3_metallo-beta-lactamase_EAM-1	L1	RF0084
1509794522|WP_122630831.1|1|1|blaCRD3-1|blaCRD3|hydrolase|subclass_B3_metallo-beta-lactamase_CRD3-1	L1	RF0084
1509794523|WP_122630832.1|1|1|blaALG6-1|blaALG6|hydrolase|subclass_B3_metallo-beta-lactamase_ALG6-1	L1	RF0084
1509794524|WP_122630833.1|1|1|blaALG11-1|blaALG11|hydrolase|subclass_B3_metallo-beta-lactamase_ALG11-1	L1	RF0084
1509794525|WP_122630834.1|1|1|blaGRD33-1|blaGRD33|hydrolase|subclass_B3_metallo-beta-lactamase_GRD33-1	L1	RF0084
501095925|WP_012145975.1|1|1|blaSPR-1|blaSPR|hydrolase|putative_metallo-beta-lactamase_SPR-1	L1	RF0084
446291359|WP_000369214.1|1|1|mecI_of_mecA|mecI_of_mecA||mecA-type_methicillin_resistance_repressor_MecI	MarR	RF0092
446291361|WP_000369216.1|1|1|mecI_of_mecA|mecI_of_mecA||mecA-type_methicillin_resistance_repressor_MecI	MarR	RF0092
447207400|WP_001284656.1|1|1|blaI_of_Z|blaI_of_Z|regulation|penicillinase_repressor_BlaI	MarR	RF0092
14582623|AAK69562.1|1|1|srpS|srpS||solvent_efflux_transporter_transcriptional_repressor_SrpS	MarR_2	RF0093
6560605|AAF16681.1|1|1|srpS|srpS||solvent_efflux_transporter_transcriptional_repressor_SrpS	MarR_2	RF0093
23463682|AAN33535.1|1|1|bepF|bepF|efflux|multidrug_efflux_RND_transporter_periplasmic_adaptor_subunit_BepF	MexE	RF0098
16418852|AAL19305.1|1|1|mdsB|mdsB|efflux|multidrug_efflux_RND_transporter_permease_subunit_MdsB	MexW-MexI	RF0100
23347078|AAN29241.1|1|1|bepE|bepE|efflux|multidrug_efflux_RND_transporter_permease_subunit_BepE	MexW-MexI	RF0100
94315075|ABF14406.1|1|1|ncrA|ncrA||Metal_Resistance	MFS_1	RF0102
99030337|ABF61434.1|1|1|ncrA|ncrA||Metal_Resistance	MFS_1	RF0102
557272523|WP_000948731.1|1|1|glpT|glpT|point_mutation|glpT	MFS_1	RF0102
557273138|WP_000879194.1|1|1|uhpT|uhpT|point_mutation|uhpT	MFS_1	RF0102
40218081|AAR82963.1|1|1|nirA|nirA||nickel_resistance_membrane_nickel_efflux_protein_NirA	MFS_3	RF0103
94315075|ABF14406.1|1|1|ncrA|ncrA||Metal_Resistance	MFS_3	RF0103
99030337|ABF61434.1|1|1|ncrA|ncrA||Metal_Resistance	MFS_3	RF0103
1028083092|WP_063842248.1|1|1|bla1|bla1|hydrolase|class_A_beta-lactamase_Bla1	MoxA	RF0105
1028083928|WP_063842896.1|1|1|blaR39|blaR39|hydrolase|class_A_beta-lactamase	MoxA	RF0105
1028097906|WP_063854501.1|1|1|penI_Bp|penI_Bp|hydrolase|PenI_family_class_A_extended-spectrum_beta-lactamase	MoxA	RF0105
1028102044|WP_063857821.1|1|1|blaAST-1|blaAST|hydrolase|class_A_broad-spectrum_beta-lactamase_AST-1	MoxA	RF0105
1028105526|WP_063860638.1|1|1|blaKPC-16|blaKPC|hydrolase|carbapenem-hydrolyzing_class_A_beta-lactamase_KPC-16	MoxA	RF0105
1028105527|WP_063860639.1|1|1|blaKPC-17|blaKPC|hydrolase|carbapenem-hydrolyzing_class_A_beta-lactamase_KPC-17	MoxA	RF0105
1028105611|WP_063860723.1|1|1|blaKPC-22|blaKPC|hydrolase|carbapenem-hydrolyzing_class_A_beta-lactamase_KPC-22	MoxA	RF0105
1028105804|WP_063860829.1|1|1|blaLUT-3|blaLUT|hydrolase|class_A_beta-lactamase_LUT-3	MoxA	RF0105
1028105805|WP_063860830.1|1|1|blaLUT-4|blaLUT|hydrolase|class_A_beta-lactamase_LUT-4	MoxA	RF0105
1028105806|WP_063860831.1|1|1|blaLUT-5|blaLUT|hydrolase|class_A_beta-lactamase_LUT-5	MoxA	RF0105
1028105807|WP_063860832.1|1|1|blaLUT-6|blaLUT|hydrolase|class_A_beta-lactamase_LUT-6	MoxA	RF0105
1040476735|WP_065102178.1|1|1|blaL|blaL|hydrolase|BlaL_family_class_A_beta-lactamase	MoxA	RF0105
1049330895|WP_065825670.1|1|1|blaBCL-1|blaBCL|hydrolase|class_A_beta-lactamase_BCL-1	MoxA	RF0105
1130438275|WP_075606311.1|1|1|blaROB-3|blaROB|hydrolase|class_A_beta-lactamase_ROB-3	MoxA	RF0105
1199610393|WP_087344360.1|1|1|blaBBI|blaBBI|hydrolase|BBI_family_class_A_beta-lactamase	MoxA	RF0105
1333935788|WP_103034696.1|1|1|blaROB-5|blaROB|hydrolase|class_A_beta-lactamase_ROB-5	MoxA	RF0105
1625655394|WP_136512071.1|1|1|blaKPC-43|blaKPC|hydrolase|carbapenem-hydrolyzing_class_A_beta-lactamase_KPC-43	MoxA	RF0105
489270854|WP_003178584.1|1|1|blaP|blaP|hydrolase|class_A_beta-lactamase_BlaP	MoxA	RF0105
491823213|WP_005618523.1|1|1|blaROB-1|blaROB|hydrolase|cephalosporin-hydrolyzing_class_A_beta-lactamase_ROB-1	MoxA	RF0105
492896975|WP_006027381.1|1|1|penI_Bp|penI_Bp|hydrolase|PenI_family_class_A_extended-spectrum_beta-lactamase	MoxA	RF0105
497794633|WP_010108817.1|1|1|penI_Bp|penI_Bp|hydrolase|PenI_family_class_A_extended-spectrum_beta-lactamase	MoxA	RF0105
498497882|WP_010798607.1|1|1|blaLUT-1|blaLUT|hydrolase|class_A_extended-spectrum_beta-lactamase_LUT-1	MoxA	RF0105
499365134|WP_011053164.1|1|1|bla1|bla1|hydrolase|class_A_beta-lactamase_Bla1	MoxA	RF0105
502039696|WP_012704143.1|1|1|blaCBP-1|blaCBP|hydrolase|penicillin-hydrolyzing_class_A_beta-lactamase_CBP-1	MoxA	RF0105
505244435|WP_015431537.1|1|1|blaROB-2|blaROB|hydrolase|class_A_beta-lactamase_ROB-2	MoxA	RF0105
564754507|WP_023857755.1|1|1|blaP|blaP|hydrolase|class_A_beta-lactamase_BlaP	MoxA	RF0105
644829382|WP_025370306.1|1|1|penI_Bp|penI_Bp|hydrolase|PenI_family_class_A_extended-spectrum_beta-lactamase	MoxA	RF0105
664349848|WP_030877515.1|1|1|blaL|blaL|hydrolase|BlaL_family_class_A_beta-lactamase	MoxA	RF0105
664365047|WP_030892446.1|1|1|blaL|blaL|hydrolase|BlaL_family_class_A_beta-lactamase	MoxA	RF0105
1028110971|WP_063865183.1|1|1|blaVIM-33|blaVIM|hydrolase|subclass_B1_metallo-beta-lactamase_VIM-33	NDM-CcrA	RF0108
1028083894|WP_063842862.1|1|1|blaZ-mecC|blaZ-mecC|hydrolase|mecC-type_penicillin-hydrolyzing_class_A_beta-lactamase_BlaZ	PC1	RF0111
1201190414|WP_087587934.1|1|1|blaARL-4|blaARL|hydrolase|class_A_beta-lactamase_ARL-4	PC1	RF0111
1201190415|WP_087587935.1|1|1|blaARL-3|blaARL|hydrolase|class_A_beta-lactamase_ARL-3	PC1	RF0111
1201190416|WP_087587936.1|1|1|blaARL-1|blaARL|hydrolase|class_A_beta-lactamase_ARL-1	PC1	RF0111
1201190417|WP_087587937.1|1|1|blaARL-5|blaARL|hydrolase|class_A_beta-lactamase_ARL-5	PC1	RF0111
1201190418|WP_087587938.1|1|1|blaARL-6|blaARL|hydrolase|class_A_beta-lactamase_ARL-6	PC1	RF0111
446655928|WP_000733274.1|1|1|blaZ|blaZ|hydrolase|penicillin-hydrolyzing_class_A_beta-lactamase_BlaZ	PC1	RF0111
446655929|WP_000733275.1|1|1|blaZ|blaZ|hydrolase|penicillin-hydrolyzing_class_A_beta-lactamase_BlaZ	PC1	RF0111
446655935|WP_000733281.1|1|1|blaZ|blaZ|hydrolase|penicillin-hydrolyzing_class_A_beta-lactamase_BlaZ	PC1	RF0111
446655937|WP_000733283.1|1|1|blaPC1|blaZ|hydrolase|BlaZ_family_penicillin-hydrolyzing_class_A_beta-lactamase_PC1	PC1	RF0111
446655939|WP_000733285.1|1|1|blaZ|blaZ|hydrolase|penicillin-hydrolyzing_class_A_beta-lactamase_BlaZ	PC1	RF0111
446655941|WP_000733287.1|1|1|blaZ|blaZ|hydrolase|penicillin-hydrolyzing_class_A_beta-lactamase_BlaZ	PC1	RF0111
446655943|WP_000733289.1|1|1|blaZ|blaZ|hydrolase|penicillin-hydrolyzing_class_A_beta-lactamase_BlaZ	PC1	RF0111
446656056|WP_000733402.1|1|1|blaZ-mecC|blaZ-mecC|hydrolase|mecC-type_penicillin-hydrolyzing_class_A_beta-lactamase_BlaZ	PC1	RF0111
545089705|WP_021459345.1|1|1|blaARL-2|blaARL|hydrolase|class_A_beta-lactamase_ARL-2	PC1	RF0111
695269464|WP_032491641.1|1|1|blaZ|blaZ|hydrolase|penicillin-hydrolyzing_class_A_beta-lactamase_BlaZ	PC1	RF0111
1028110869|WP_063865145.1|1|1|blaTER-1|blaTER|hydrolase|class_A_beta-lactamase_TER-1	SHV-LEN	RF0119
1028110870|WP_063865146.1|1|1|blaTER-2|blaTER|hydrolase|class_A_beta-lactamase_TER-2	SHV-LEN	RF0119
1028085748|WP_063844281.1|1|1|cphA3|cphA|hydrolase|subclass_B2_metallo-beta-lactamase_CphA3	SubclassB1	RF0123
1028085749|WP_063844282.1|1|1|cphA1|cphA1|hydrolase|subclass_B2_metallo-beta-lactamase_CphA1	SubclassB1	RF0123
1028085750|WP_063844283.1|1|1|cphA1|cphA1|hydrolase|subclass_B2_metallo-beta-lactamase_CphA1	SubclassB1	RF0123
1028085751|WP_063844284.1|1|1|cphA1|cphA1|hydrolase|subclass_B2_metallo-beta-lactamase_CphA1	SubclassB1	RF0123
1028085752|WP_063844285.1|1|1|cphA1|cphA1|hydrolase|subclass_B2_metallo-beta-lactamase_CphA1	SubclassB1	RF0123
1028085754|WP_063844286.1|1|1|cphA1|cphA1|hydrolase|subclass_B2_metallo-beta-lactamase_CphA1	SubclassB1	RF0123
1028110996|WP_063865208.1|1|1|cphA2|cphA|hydrolase|subclass_B2_metallo-beta-lactamase_CphA2	SubclassB1	RF0123
1028110997|WP_063865209.1|1|1|cphA4|cphA|hydrolase|subclass_B2_metallo-beta-lactamase_CphA4	SubclassB1	RF0123
1028110998|WP_063865210.1|1|1|cphA5|cphA|hydrolase|subclass_B2_metallo-beta-lactamase_CphA5	SubclassB1	RF0123
1028110999|WP_063865211.1|1|1|cphA6|cphA|hydrolase|subclass_B2_metallo-beta-lactamase_CphA6	SubclassB1	RF0123
1028111000|WP_063865212.1|1|1|cphA7|cphA|hydrolase|subclass_B2_metallo-beta-lactamase_CphA7	SubclassB1	RF0123
1028111001|WP_063865213.1|1|1|cphA8|cphA|hydrolase|subclass_B2_metallo-beta-lactamase_CphA8	SubclassB1	RF0123
1028111080|WP_063865292.1|1|1|imiH|cphA|hydrolase|ChpA_family_subclass_B2_metallo-beta-lactamase_ImiH	SubclassB1	RF0123
1028111086|WP_063865298.1|1|1|imiS|cphA|hydrolase|ChpA_family_subclass_B2_metallo-beta-lactamase_ImiS	SubclassB1	RF0123
1104448840|WP_071766619.1|1|1|blaSFH-1|blaSFH|hydrolase|subclass_B2_metallo-beta-lactamase_SFH-1	SubclassB1	RF0123
446700834|WP_000778180.1|1|1|varG|varG|hydrolase|VarG_family_subclass_B1-like_metallo-beta-lactamase	SubclassB1	RF0123
1028078998|WP_063839879.1|1|1|BcII|BcII|hydrolase|BcII_family_subclass_B1_metallo-beta-lactamase	SubclassB2	RF0124
1028078999|WP_063839880.1|1|1|BcII|BcII|hydrolase|BcII_family_subclass_B1_metallo-beta-lactamase	SubclassB2	RF0124
1028083943|WP_063842911.1|1|1|blaSFB-1|blaSHW|hydrolase|SHW_family_subclass_B1_metallo-beta-lactamase_SFB-1	SubclassB2	RF0124
1028083947|WP_063842915.1|1|1|blaSLB-1|blaSHW|hydrolase|SHW_family_subclass_B1_metallo-beta-lactamase_SLB-1	SubclassB2	RF0124
1028084268|WP_063843236.1|1|1|cfiA11|cfiA|hydrolase|subclass_B1_metallo-beta-lactamase_CfiA11	SubclassB2	RF0124
1028090984|WP_063848609.1|1|1|blaIMP-18|blaIMP|hydrolase|subclass_B1_metallo-beta-lactamase_IMP-18	SubclassB2	RF0124
1028102045|WP_063857822.1|1|1|blaB-10|blaB|hydrolase|subclass_B1_metallo-beta-lactamase_BlaB-10	SubclassB2	RF0124
1028102046|WP_063857823.1|1|1|blaB-11|blaB|hydrolase|subclass_B1_metallo-beta-lactamase_BlaB-11	SubclassB2	RF0124
1028102047|WP_063857824.1|1|1|blaB-12|blaB|hydrolase|subclass_B1_metallo-beta-lactamase_BlaB-12	SubclassB2	RF0124
1028102048|WP_063857825.1|1|1|blaB-13|blaB|hydrolase|subclass_B1_metallo-beta-lactamase_BlaB-13	SubclassB2	RF0124
1028102049|WP_063857826.1|1|1|blaB-2|blaB|hydrolase|subclass_B1_metallo-beta-lactamase_BlaB-2	SubclassB2	RF0124
1028102050|WP_063857827.1|1|1|blaB-3|blaB|hydrolase|subclass_B1_metallo-beta-lactamase_BlaB-3	SubclassB2	RF0124
1028102051|WP_063857828.1|1|1|blaB-5|blaB|hydrolase|subclass_B1_metallo-beta-lactamase_BlaB-5	SubclassB2	RF0124
1028102052|WP_063857829.1|1|1|blaB-7|blaB|hydrolase|subclass_B1_metallo-beta-lactamase_BlaB-7	SubclassB2	RF0124
1028105017|WP_063860203.1|1|1|blaDIM-1|blaDIM|hydrolase|subclass_B1_metallo-beta-lactamase_DIM-1	SubclassB2	RF0124
1028105030|WP_063860216.1|1|1|blaEBR-1|blaEBR|hydrolase|subclass_B1_metallo-beta-lactamase_EBR-1	SubclassB2	RF0124
1028105373|WP_063860522.1|1|1|blaGIM-2|blaGIM|hydrolase|subclass_B1_metallo-beta-lactamase_GIM-2	SubclassB2	RF0124
1028105437|WP_063860573.1|1|1|blaIMP-11|blaIMP|hydrolase|subclass_B1_metallo-beta-lactamase_IMP-11	SubclassB2	RF0124
1028105438|WP_063860574.1|1|1|blaIMP-12|blaIMP|hydrolase|subclass_B1_metallo-beta-lactamase_IMP-12	SubclassB2	RF0124
1028105440|WP_063860575.1|1|1|blaIMP-15|blaIMP|hydrolase|subclass_B1_metallo-beta-lactamase_IMP-15	SubclassB2	RF0124
1028105441|WP_063860576.1|1|1|blaIMP-16|blaIMP|hydrolase|subclass_B1_metallo-beta-lactamase_IMP-16	SubclassB2	RF0124
1028105443|WP_063860577.1|1|1|blaIMP-17|blaIMP|hydrolase|subclass_B1_metallo-beta-lactamase_IMP-17	SubclassB2	RF0124
1028105444|WP_063860578.1|1|1|blaIMP-2|blaIMP|hydrolase|subclass_B1_metallo-beta-lactamase_IMP-2	SubclassB2	RF0124
1028105446|WP_063860579.1|1|1|blaIMP-20|blaIMP|hydrolase|subclass_B1_metallo-beta-lactamase_IMP-20	SubclassB2	RF0124
1028105449|WP_063860580.1|1|1|blaIMP-21|blaIMP|hydrolase|subclass_B1_metallo-beta-lactamase_IMP-21	SubclassB2	RF0124
1028105455|WP_063860581.1|1|1|blaIMP-22|blaIMP|hydrolase|subclass_B1_metallo-beta-lactamase_IMP-22	SubclassB2	RF0124
1028105457|WP_063860582.1|1|1|blaIMP-23|blaIMP|hydrolase|subclass_B1_metallo-beta-lactamase_IMP-23	SubclassB2	RF0124
1028105460|WP_063860583.1|1|1|blaIMP-24|blaIMP|hydrolase|subclass_B1_metallo-beta-lactamase_IMP-24	SubclassB2	RF0124
1028105463|WP_063860584.1|1|1|blaIMP-25|blaIMP|hydrolase|subclass_B1_metallo-beta-lactamase_IMP-25	SubclassB2	RF0124
1028105470|WP_063860585.1|1|1|blaIMP-27|blaIMP|hydrolase|subclass_B1_metallo-beta-lactamase_IMP-27	SubclassB2	RF0124
1028105473|WP_063860586.1|1|1|blaIMP-28|blaIMP|hydrolase|subclass_B1_metallo-beta-lactamase_IMP-28	SubclassB2	RF0124
1028105474|WP_063860587.1|1|1|blaIMP-29|blaIMP|hydrolase|subclass_B1_metallo-beta-lactamase_IMP-29	SubclassB2	RF0124
1028105476|WP_063860588.1|1|1|blaIMP-3|blaIMP|hydrolase|subclass_B1_metallo-beta-lactamase_IMP-3	SubclassB2	RF0124
1028105477|WP_063860589.1|1|1|blaIMP-30|blaIMP|hydrolase|subclass_B1_metallo-beta-lactamase_IMP-30	SubclassB2	RF0124
1028105478|WP_063860590.1|1|1|blaIMP-32|blaIMP|hydrolase|subclass_B1_metallo-beta-lactamase_IMP-32	SubclassB2	RF0124
1028105479|WP_063860591.1|1|1|blaIMP-33|blaIMP|hydrolase|subclass_B1_metallo-beta-lactamase_IMP-33	SubclassB2	RF0124
1028105480|WP_063860592.1|1|1|blaIMP-35|blaIMP|hydrolase|subclass_B1_metallo-beta-lactamase_IMP-35	SubclassB2	RF0124
1028105481|WP_063860593.1|1|1|blaIMP-37|blaIMP|hydrolase|subclass_B1_metallo-beta-lactamase_IMP-37	SubclassB2	RF0124
1028105482|WP_063860594.1|1|1|blaIMP-38|blaIMP|hydrolase|subclass_B1_metallo-beta-lactamase_IMP-38	SubclassB2	RF0124
1028105486|WP_063860598.1|1|1|blaIMP-40|blaIMP|hydrolase|subclass_B1_metallo-beta-lactamase_IMP-40	SubclassB2	RF0124
1028105489|WP_063860601.1|1|1|blaIMP-41|blaIMP|hydrolase|subclass_B1_metallo-beta-lactamase_IMP-41	SubclassB2	RF0124
1028105491|WP_063860603.1|1|1|blaIMP-42|blaIMP|hydrolase|subclass_B1_metallo-beta-lactamase_IMP-42	SubclassB2	RF0124
1028105494|WP_063860606.1|1|1|blaIMP-43|blaIMP|hydrolase|subclass_B1_metallo-beta-lactamase_IMP-43	SubclassB2	RF0124
1028105495|WP_063860607.1|1|1|blaIMP-44|blaIMP|hydrolase|subclass_B1_metallo-beta-lactamase_IMP-44	SubclassB2	RF0124
1028105496|WP_063860608.1|1|1|blaIMP-45|blaIMP|hydrolase|subclass_B1_metallo-beta-lactamase_IMP-45	SubclassB2	RF0124
1028105497|WP_063860609.1|1|1|blaIMP-48|blaIMP|hydrolase|subclass_B1_metallo-beta-lactamase_IMP-48	SubclassB2	RF0124
1028105498|WP_063860610.1|1|1|blaIMP-49|blaIMP|hydrolase|subclass_B1_metallo-beta-lactamase_IMP-49	SubclassB2	RF0124
